* Measurement data measured by REW V5.30.9
* Source: B to A at 200 Hz Filtered
* Format: 
* Dated: Mar 12, 2024 9:59:19 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic B to A at 200 Hz A = Antdroid IE v1.3 B = Harman2019_IE B was scaled by 0.1 dB  PK       Fc   20.00 Hz  Gain   3.00 dB  Q  0.600 PK       Fc    1500 Hz  Gain  -0.50 dB  Q  1.000 PK       Fc    3709 Hz  Gain  -1.00 dB  Q  0.700
* Measurement: Bassdroid
* Smoothing: None
* Frequency Step: 0.24999999 Hz
* Start Frequency: 20.187378 Hz
*
* Freq(Hz) SPL(dB)
16299.936408 71.557
16300.186408 71.557
16300.436408 71.557
16300.686408 71.557
16300.936408 71.557
16301.186408 71.557
16301.436407 71.557
16301.686407 71.557
16301.936407 71.557
16302.186407 71.557
16302.436407 71.557
16302.686407 71.557
16302.936407 71.556
16303.186407 71.556
16303.436407 71.556
16303.686407 71.556
16303.936407 71.556
16304.186407 71.556
16304.436407 71.556
16304.686407 71.556
16304.936407 71.556
16305.186407 71.556
16305.436407 71.556
16305.686407 71.556
16305.936407 71.556
16306.186407 71.556
16306.436407 71.556
16306.686407 71.556
16306.936407 71.556
16307.186407 71.556
16307.436407 71.556
16307.686407 71.556
16307.936407 71.556
16308.186407 71.556
16308.436407 71.555
16308.686407 71.555
16308.936407 71.555
16309.186407 71.555
16309.436407 71.555
16309.686407 71.555
16309.936407 71.555
16310.186407 71.555
16310.436407 71.555
16310.686407 71.555
16310.936407 71.555
16311.186407 71.555
16311.436407 71.555
16311.686407 71.555
16311.936407 71.555
16312.186407 71.555
16312.436407 71.555
16312.686407 71.555
16312.936407 71.555
16313.186407 71.555
16313.436407 71.555
16313.686407 71.555
16313.936407 71.555
16314.186407 71.554
16314.436407 71.554
16314.686407 71.554
16314.936407 71.554
16315.186407 71.554
16315.436407 71.554
16315.686407 71.554
16315.936407 71.554
16316.186407 71.554
16316.436407 71.554
16316.686407 71.554
16316.936407 71.554
16317.186407 71.554
16317.436407 71.554
16317.686407 71.554
16317.936407 71.554
16318.186406 71.554
16318.436406 71.554
16318.686406 71.554
16318.936406 71.554
16319.186406 71.554
16319.436406 71.554
16319.686406 71.553
16319.936406 71.553
16320.186406 71.553
16320.436406 71.553
16320.686406 71.553
16320.936406 71.553
16321.186406 71.553
16321.436406 71.553
16321.686406 71.553
16321.936406 71.553
16322.186406 71.553
16322.436406 71.553
16322.686406 71.553
16322.936406 71.553
16323.186406 71.553
16323.436406 71.553
16323.686406 71.553
16323.936406 71.553
16324.186406 71.553
16324.436406 71.553
16324.686406 71.553
16324.936406 71.553
16325.186406 71.553
16325.436406 71.552
16325.686406 71.552
16325.936406 71.552
16326.186406 71.552
16326.436406 71.552
16326.686406 71.552
16326.936406 71.552
16327.186406 71.552
16327.436406 71.552
16327.686406 71.552
16327.936406 71.552
16328.186406 71.552
16328.436406 71.552
16328.686406 71.552
16328.936406 71.552
16329.186406 71.552
16329.436406 71.552
16329.686406 71.552
16329.936406 71.552
16330.186406 71.552
16330.436406 71.552
16330.686406 71.552
16330.936406 71.552
16331.186406 71.551
16331.436406 71.551
16331.686406 71.551
16331.936406 71.551
16332.186406 71.551
16332.436406 71.551
16332.686406 71.551
16332.936406 71.551
16333.186406 71.551
16333.436406 71.551
16333.686406 71.551
16333.936406 71.551
16334.186406 71.551
16334.436406 71.551
16334.686406 71.551
16334.936405 71.551
16335.186405 71.551
16335.436405 71.551
16335.686405 71.551
16335.936405 71.551
16336.186405 71.551
16336.436405 71.551
16336.686405 71.550
16336.936405 71.550
16337.186405 71.550
16337.436405 71.550
16337.686405 71.550
16337.936405 71.550
16338.186405 71.550
16338.436405 71.550
16338.686405 71.550
16338.936405 71.550
16339.186405 71.550
16339.436405 71.550
16339.686405 71.550
16339.936405 71.550
16340.186405 71.550
16340.436405 71.550
16340.686405 71.550
16340.936405 71.550
16341.186405 71.550
16341.436405 71.550
16341.686405 71.550
16341.936405 71.550
16342.186405 71.550
16342.436405 71.549
16342.686405 71.549
16342.936405 71.549
16343.186405 71.549
16343.436405 71.549
16343.686405 71.549
16343.936405 71.549
16344.186405 71.549
16344.436405 71.549
16344.686405 71.549
16344.936405 71.549
16345.186405 71.549
16345.436405 71.549
16345.686405 71.549
16345.936405 71.549
16346.186405 71.549
16346.436405 71.549
16346.686405 71.549
16346.936405 71.549
16347.186405 71.549
16347.436405 71.549
16347.686405 71.549
16347.936405 71.549
16348.186405 71.549
16348.436405 71.548
16348.686405 71.548
16348.936405 71.548
16349.186405 71.548
16349.436405 71.548
16349.686405 71.548
16349.936405 71.548
16350.186405 71.548
16350.436405 71.548
16350.686405 71.548
16350.936405 71.548
16351.186405 71.548
16351.436405 71.548
16351.686404 71.548
16351.936404 71.548
16352.186404 71.548
16352.436404 71.548
16352.686404 71.548
16352.936404 71.548
16353.186404 71.548
16353.436404 71.548
16353.686404 71.548
16353.936404 71.548
16354.186404 71.547
16354.436404 71.547
16354.686404 71.547
16354.936404 71.547
16355.186404 71.547
16355.436404 71.547
16355.686404 71.547
16355.936404 71.547
16356.186404 71.547
16356.436404 71.547
16356.686404 71.547
16356.936404 71.547
16357.186404 71.547
16357.436404 71.547
16357.686404 71.547
16357.936404 71.547
16358.186404 71.547
16358.436404 71.547
16358.686404 71.547
16358.936404 71.547
16359.186404 71.547
16359.436404 71.547
16359.686404 71.547
16359.936404 71.546
16360.186404 71.546
16360.436404 71.546
16360.686404 71.546
16360.936404 71.546
16361.186404 71.546
16361.436404 71.546
16361.686404 71.546
16361.936404 71.546
16362.186404 71.546
16362.436404 71.546
16362.686404 71.546
16362.936404 71.546
16363.186404 71.546
16363.436404 71.546
16363.686404 71.546
16363.936404 71.546
16364.186404 71.546
16364.436404 71.546
16364.686404 71.546
16364.936404 71.546
16365.186404 71.546
16365.436404 71.546
16365.686404 71.545
16365.936404 71.545
16366.186404 71.545
16366.436404 71.545
16366.686404 71.545
16366.936404 71.545
16367.186404 71.545
16367.436404 71.545
16367.686404 71.545
16367.936404 71.545
16368.186404 71.545
16368.436403 71.545
16368.686403 71.545
16368.936403 71.545
16369.186403 71.545
16369.436403 71.545
16369.686403 71.545
16369.936403 71.545
16370.186403 71.545
16370.436403 71.545
16370.686403 71.545
16370.936403 71.545
16371.186403 71.545
16371.436403 71.544
16371.686403 71.544
16371.936403 71.544
16372.186403 71.544
16372.436403 71.544
16372.686403 71.544
16372.936403 71.544
16373.186403 71.544
16373.436403 71.544
16373.686403 71.544
16373.936403 71.544
16374.186403 71.544
16374.436403 71.544
16374.686403 71.544
16374.936403 71.544
16375.186403 71.544
16375.436403 71.544
16375.686403 71.544
16375.936403 71.544
16376.186403 71.544
16376.436403 71.544
16376.686403 71.544
16376.936403 71.544
16377.186403 71.544
16377.436403 71.543
16377.686403 71.543
16377.936403 71.543
16378.186403 71.543
16378.436403 71.543
16378.686403 71.543
16378.936403 71.543
16379.186403 71.543
16379.436403 71.543
16379.686403 71.543
16379.936403 71.543
16380.186403 71.543
16380.436403 71.543
16380.686403 71.543
16380.936403 71.543
16381.186403 71.543
16381.436403 71.543
16381.686403 71.543
16381.936403 71.543
16382.186403 71.543
16382.436403 71.543
16382.686403 71.543
16382.936403 71.543
16383.186403 71.542
16383.436403 71.542
16383.686403 71.542
16383.936403 71.542
16384.186403 71.542
16384.436403 71.542
16384.686403 71.542
16384.936403 71.542
16385.186402 71.542
16385.436402 71.542
16385.686402 71.542
16385.936402 71.542
16386.186402 71.542
16386.436402 71.542
16386.686402 71.542
16386.936402 71.542
16387.186402 71.542
16387.436402 71.542
16387.686402 71.542
16387.936402 71.542
16388.186402 71.542
16388.436402 71.542
16388.686402 71.542
16388.936402 71.542
16389.186402 71.541
16389.436402 71.541
16389.686402 71.541
16389.936402 71.541
16390.186402 71.541
16390.436402 71.541
16390.686402 71.541
16390.936402 71.541
16391.186402 71.541
16391.436402 71.541
16391.686402 71.541
16391.936402 71.541
16392.186402 71.541
16392.436402 71.541
16392.686402 71.541
16392.936402 71.541
16393.186402 71.541
16393.436402 71.541
16393.686402 71.541
16393.936402 71.541
16394.186402 71.541
16394.436402 71.541
16394.686402 71.541
16394.936402 71.540
16395.186402 71.540
16395.436402 71.540
16395.686402 71.540
16395.936402 71.540
16396.186402 71.540
16396.436402 71.540
16396.686402 71.540
16396.936402 71.540
16397.186402 71.540
16397.436402 71.540
16397.686402 71.540
16397.936402 71.540
16398.186402 71.540
16398.436402 71.540
16398.686402 71.540
16398.936402 71.540
16399.186402 71.540
16399.436402 71.540
16399.686402 71.540
16399.936402 71.540
16400.186402 71.540
16400.436402 71.540
16400.686402 71.540
16400.936402 71.539
16401.186402 71.539
16401.436402 71.539
16401.686402 71.539
16401.936402 71.539
16402.186401 71.539
16402.436401 71.539
16402.686401 71.539
16402.936401 71.539
16403.186401 71.539
16403.436401 71.539
16403.686401 71.539
16403.936401 71.539
16404.186401 71.539
16404.436401 71.539
16404.686401 71.539
16404.936401 71.539
16405.186401 71.539
16405.436401 71.539
16405.686401 71.539
16405.936401 71.539
16406.186401 71.539
16406.436401 71.539
16406.686401 71.539
16406.936401 71.538
16407.186401 71.538
16407.436401 71.538
16407.686401 71.538
16407.936401 71.538
16408.186401 71.538
16408.436401 71.538
16408.686401 71.538
16408.936401 71.538
16409.186401 71.538
16409.436401 71.538
16409.686401 71.538
16409.936401 71.538
16410.186401 71.538
16410.436401 71.538
16410.686401 71.538
16410.936401 71.538
16411.186401 71.538
16411.436401 71.538
16411.686401 71.538
16411.936401 71.538
16412.186401 71.538
16412.436401 71.538
16412.686401 71.538
16412.936401 71.537
16413.186401 71.537
16413.436401 71.537
16413.686401 71.537
16413.936401 71.537
16414.186401 71.537
16414.436401 71.537
16414.686401 71.537
16414.936401 71.537
16415.186401 71.537
16415.436401 71.537
16415.686401 71.537
16415.936401 71.537
16416.186401 71.537
16416.436401 71.537
16416.686401 71.537
16416.936401 71.537
16417.186401 71.537
16417.436401 71.537
16417.686401 71.537
16417.936401 71.537
16418.186401 71.537
16418.436401 71.537
16418.686401 71.537
16418.936400 71.536
16419.186400 71.536
16419.436400 71.536
16419.686400 71.536
16419.936400 71.536
16420.186400 71.536
16420.436400 71.536
16420.686400 71.536
16420.936400 71.536
16421.186400 71.536
16421.436400 71.536
16421.686400 71.536
16421.936400 71.536
16422.186400 71.536
16422.436400 71.536
16422.686400 71.536
16422.936400 71.536
16423.186400 71.536
16423.436400 71.536
16423.686400 71.536
16423.936400 71.536
16424.186400 71.536
16424.436400 71.536
16424.686400 71.536
16424.936400 71.535
16425.186400 71.535
16425.436400 71.535
16425.686400 71.535
16425.936400 71.535
16426.186400 71.535
16426.436400 71.535
16426.686400 71.535
16426.936400 71.535
16427.186400 71.535
16427.436400 71.535
16427.686400 71.535
16427.936400 71.535
16428.186400 71.535
16428.436400 71.535
16428.686400 71.535
16428.936400 71.535
16429.186400 71.535
16429.436400 71.535
16429.686400 71.535
16429.936400 71.535
16430.186400 71.535
16430.436400 71.535
16430.686400 71.535
16430.936400 71.535
16431.186400 71.534
16431.436400 71.534
16431.686400 71.534
16431.936400 71.534
16432.186400 71.534
16432.436400 71.534
16432.686400 71.534
16432.936400 71.534
16433.186400 71.534
16433.436400 71.534
16433.686400 71.534
16433.936400 71.534
16434.186400 71.534
16434.436400 71.534
16434.686400 71.534
16434.936400 71.534
16435.186400 71.534
16435.436400 71.534
16435.686399 71.534
16435.936399 71.534
16436.186399 71.534
16436.436399 71.534
16436.686399 71.534
16436.936399 71.534
16437.186399 71.533
16437.436399 71.533
16437.686399 71.533
16437.936399 71.533
16438.186399 71.533
16438.436399 71.533
16438.686399 71.533
16438.936399 71.533
16439.186399 71.533
16439.436399 71.533
16439.686399 71.533
16439.936399 71.533
16440.186399 71.533
16440.436399 71.533
16440.686399 71.533
16440.936399 71.533
16441.186399 71.533
16441.436399 71.533
16441.686399 71.533
16441.936399 71.533
16442.186399 71.533
16442.436399 71.533
16442.686399 71.533
16442.936399 71.533
16443.186399 71.533
16443.436399 71.532
16443.686399 71.532
16443.936399 71.532
16444.186399 71.532
16444.436399 71.532
16444.686399 71.532
16444.936399 71.532
16445.186399 71.532
16445.436399 71.532
16445.686399 71.532
16445.936399 71.532
16446.186399 71.532
16446.436399 71.532
16446.686399 71.532
16446.936399 71.532
16447.186399 71.532
16447.436399 71.532
16447.686399 71.532
16447.936399 71.532
16448.186399 71.532
16448.436399 71.532
16448.686399 71.532
16448.936399 71.532
16449.186399 71.532
16449.436399 71.531
16449.686399 71.531
16449.936399 71.531
16450.186399 71.531
16450.436399 71.531
16450.686399 71.531
16450.936399 71.531
16451.186399 71.531
16451.436399 71.531
16451.686399 71.531
16451.936399 71.531
16452.186399 71.531
16452.436398 71.531
16452.686398 71.531
16452.936398 71.531
16453.186398 71.531
16453.436398 71.531
16453.686398 71.531
16453.936398 71.531
16454.186398 71.531
16454.436398 71.531
16454.686398 71.531
16454.936398 71.531
16455.186398 71.531
16455.436398 71.531
16455.686398 71.530
16455.936398 71.530
16456.186398 71.530
16456.436398 71.530
16456.686398 71.530
16456.936398 71.530
16457.186398 71.530
16457.436398 71.530
16457.686398 71.530
16457.936398 71.530
16458.186398 71.530
16458.436398 71.530
16458.686398 71.530
16458.936398 71.530
16459.186398 71.530
16459.436398 71.530
16459.686398 71.530
16459.936398 71.530
16460.186398 71.530
16460.436398 71.530
16460.686398 71.530
16460.936398 71.530
16461.186398 71.530
16461.436398 71.530
16461.686398 71.529
16461.936398 71.529
16462.186398 71.529
16462.436398 71.529
16462.686398 71.529
16462.936398 71.529
16463.186398 71.529
16463.436398 71.529
16463.686398 71.529
16463.936398 71.529
16464.186398 71.529
16464.436398 71.529
16464.686398 71.529
16464.936398 71.529
16465.186398 71.529
16465.436398 71.529
16465.686398 71.529
16465.936398 71.529
16466.186398 71.529
16466.436398 71.529
16466.686398 71.529
16466.936398 71.529
16467.186398 71.529
16467.436398 71.529
16467.686398 71.529
16467.936398 71.528
16468.186398 71.528
16468.436398 71.528
16468.686398 71.528
16468.936398 71.528
16469.186397 71.528
16469.436397 71.528
16469.686397 71.528
16469.936397 71.528
16470.186397 71.528
16470.436397 71.528
16470.686397 71.528
16470.936397 71.528
16471.186397 71.528
16471.436397 71.528
16471.686397 71.528
16471.936397 71.528
16472.186397 71.528
16472.436397 71.528
16472.686397 71.528
16472.936397 71.528
16473.186397 71.528
16473.436397 71.528
16473.686397 71.528
16473.936397 71.528
16474.186397 71.527
16474.436397 71.527
16474.686397 71.527
16474.936397 71.527
16475.186397 71.527
16475.436397 71.527
16475.686397 71.527
16475.936397 71.527
16476.186397 71.527
16476.436397 71.527
16476.686397 71.527
16476.936397 71.527
16477.186397 71.527
16477.436397 71.527
16477.686397 71.527
16477.936397 71.527
16478.186397 71.527
16478.436397 71.527
16478.686397 71.527
16478.936397 71.527
16479.186397 71.527
16479.436397 71.527
16479.686397 71.527
16479.936397 71.527
16480.186397 71.527
16480.436397 71.526
16480.686397 71.526
16480.936397 71.526
16481.186397 71.526
16481.436397 71.526
16481.686397 71.526
16481.936397 71.526
16482.186397 71.526
16482.436397 71.526
16482.686397 71.526
16482.936397 71.526
16483.186397 71.526
16483.436397 71.526
16483.686397 71.526
16483.936397 71.526
16484.186397 71.526
16484.436397 71.526
16484.686397 71.526
16484.936397 71.526
16485.186397 71.526
16485.436397 71.526
16485.686397 71.526
16485.936396 71.526
16486.186396 71.526
16486.436396 71.526
16486.686396 71.526
16486.936396 71.525
16487.186396 71.525
16487.436396 71.525
16487.686396 71.525
16487.936396 71.525
16488.186396 71.525
16488.436396 71.525
16488.686396 71.525
16488.936396 71.525
16489.186396 71.525
16489.436396 71.525
16489.686396 71.525
16489.936396 71.525
16490.186396 71.525
16490.436396 71.525
16490.686396 71.525
16490.936396 71.525
16491.186396 71.525
16491.436396 71.525
16491.686396 71.525
16491.936396 71.525
16492.186396 71.525
16492.436396 71.525
16492.686396 71.525
16492.936396 71.525
16493.186396 71.524
16493.436396 71.524
16493.686396 71.524
16493.936396 71.524
16494.186396 71.524
16494.436396 71.524
16494.686396 71.524
16494.936396 71.524
16495.186396 71.524
16495.436396 71.524
16495.686396 71.524
16495.936396 71.524
16496.186396 71.524
16496.436396 71.524
16496.686396 71.524
16496.936396 71.524
16497.186396 71.524
16497.436396 71.524
16497.686396 71.524
16497.936396 71.524
16498.186396 71.524
16498.436396 71.524
16498.686396 71.524
16498.936396 71.524
16499.186396 71.524
16499.436396 71.523
16499.686396 71.523
16499.936396 71.523
16500.186396 71.523
16500.436396 71.523
16500.686396 71.523
16500.936396 71.523
16501.186396 71.523
16501.436396 71.523
16501.686396 71.523
16501.936396 71.523
16502.186396 71.523
16502.436396 71.523
16502.686395 71.523
16502.936395 71.523
16503.186395 71.523
16503.436395 71.523
16503.686395 71.523
16503.936395 71.523
16504.186395 71.523
16504.436395 71.523
16504.686395 71.523
16504.936395 71.523
16505.186395 71.523
16505.436395 71.523
16505.686395 71.523
16505.936395 71.522
16506.186395 71.522
16506.436395 71.522
16506.686395 71.522
16506.936395 71.522
16507.186395 71.522
16507.436395 71.522
16507.686395 71.522
16507.936395 71.522
16508.186395 71.522
16508.436395 71.522
16508.686395 71.522
16508.936395 71.522
16509.186395 71.522
16509.436395 71.522
16509.686395 71.522
16509.936395 71.522
16510.186395 71.522
16510.436395 71.522
16510.686395 71.522
16510.936395 71.522
16511.186395 71.522
16511.436395 71.522
16511.686395 71.522
16511.936395 71.522
16512.186395 71.522
16512.436395 71.521
16512.686395 71.521
16512.936395 71.521
16513.186395 71.521
16513.436395 71.521
16513.686395 71.521
16513.936395 71.521
16514.186395 71.521
16514.436395 71.521
16514.686395 71.521
16514.936395 71.521
16515.186395 71.521
16515.436395 71.521
16515.686395 71.521
16515.936395 71.521
16516.186395 71.521
16516.436395 71.521
16516.686395 71.521
16516.936395 71.521
16517.186395 71.521
16517.436395 71.521
16517.686395 71.521
16517.936395 71.521
16518.186395 71.521
16518.436395 71.521
16518.686395 71.521
16518.936395 71.520
16519.186395 71.520
16519.436394 71.520
16519.686394 71.520
16519.936394 71.520
16520.186394 71.520
16520.436394 71.520
16520.686394 71.520
16520.936394 71.520
16521.186394 71.520
16521.436394 71.520
16521.686394 71.520
16521.936394 71.520
16522.186394 71.520
16522.436394 71.520
16522.686394 71.520
16522.936394 71.520
16523.186394 71.520
16523.436394 71.520
16523.686394 71.520
16523.936394 71.520
16524.186394 71.520
16524.436394 71.520
16524.686394 71.520
16524.936394 71.520
16525.186394 71.519
16525.436394 71.519
16525.686394 71.519
16525.936394 71.519
16526.186394 71.519
16526.436394 71.519
16526.686394 71.519
16526.936394 71.519
16527.186394 71.519
16527.436394 71.519
16527.686394 71.519
16527.936394 71.519
16528.186394 71.519
16528.436394 71.519
16528.686394 71.519
16528.936394 71.519
16529.186394 71.519
16529.436394 71.519
16529.686394 71.519
16529.936394 71.519
16530.186394 71.519
16530.436394 71.519
16530.686394 71.519
16530.936394 71.519
16531.186394 71.519
16531.436394 71.519
16531.686394 71.518
16531.936394 71.518
16532.186394 71.518
16532.436394 71.518
16532.686394 71.518
16532.936394 71.518
16533.186394 71.518
16533.436394 71.518
16533.686394 71.518
16533.936394 71.518
16534.186394 71.518
16534.436394 71.518
16534.686394 71.518
16534.936394 71.518
16535.186394 71.518
16535.436394 71.518
16535.686394 71.518
16535.936394 71.518
16536.186393 71.518
16536.436393 71.518
16536.686393 71.518
16536.936393 71.518
16537.186393 71.518
16537.436393 71.518
16537.686393 71.518
16537.936393 71.518
16538.186393 71.517
16538.436393 71.517
16538.686393 71.517
16538.936393 71.517
16539.186393 71.517
16539.436393 71.517
16539.686393 71.517
16539.936393 71.517
16540.186393 71.517
16540.436393 71.517
16540.686393 71.517
16540.936393 71.517
16541.186393 71.517
16541.436393 71.517
16541.686393 71.517
16541.936393 71.517
16542.186393 71.517
16542.436393 71.517
16542.686393 71.517
16542.936393 71.517
16543.186393 71.517
16543.436393 71.517
16543.686393 71.517
16543.936393 71.517
16544.186393 71.517
16544.436393 71.517
16544.686393 71.517
16544.936393 71.516
16545.186393 71.516
16545.436393 71.516
16545.686393 71.516
16545.936393 71.516
16546.186393 71.516
16546.436393 71.516
16546.686393 71.516
16546.936393 71.516
16547.186393 71.516
16547.436393 71.516
16547.686393 71.516
16547.936393 71.516
16548.186393 71.516
16548.436393 71.516
16548.686393 71.516
16548.936393 71.516
16549.186393 71.516
16549.436393 71.516
16549.686393 71.516
16549.936393 71.516
16550.186393 71.516
16550.436393 71.516
16550.686393 71.516
16550.936393 71.516
16551.186393 71.516
16551.436393 71.515
16551.686393 71.515
16551.936393 71.515
16552.186393 71.515
16552.436393 71.515
16552.686393 71.515
16552.936393 71.515
16553.186392 71.515
16553.436392 71.515
16553.686392 71.515
16553.936392 71.515
16554.186392 71.515
16554.436392 71.515
16554.686392 71.515
16554.936392 71.515
16555.186392 71.515
16555.436392 71.515
16555.686392 71.515
16555.936392 71.515
16556.186392 71.515
16556.436392 71.515
16556.686392 71.515
16556.936392 71.515
16557.186392 71.515
16557.436392 71.515
16557.686392 71.515
16557.936392 71.515
16558.186392 71.514
16558.436392 71.514
16558.686392 71.514
16558.936392 71.514
16559.186392 71.514
16559.436392 71.514
16559.686392 71.514
16559.936392 71.514
16560.186392 71.514
16560.436392 71.514
16560.686392 71.514
16560.936392 71.514
16561.186392 71.514
16561.436392 71.514
16561.686392 71.514
16561.936392 71.514
16562.186392 71.514
16562.436392 71.514
16562.686392 71.514
16562.936392 71.514
16563.186392 71.514
16563.436392 71.514
16563.686392 71.514
16563.936392 71.514
16564.186392 71.514
16564.436392 71.514
16564.686392 71.513
16564.936392 71.513
16565.186392 71.513
16565.436392 71.513
16565.686392 71.513
16565.936392 71.513
16566.186392 71.513
16566.436392 71.513
16566.686392 71.513
16566.936392 71.513
16567.186392 71.513
16567.436392 71.513
16567.686392 71.513
16567.936392 71.513
16568.186392 71.513
16568.436392 71.513
16568.686392 71.513
16568.936392 71.513
16569.186392 71.513
16569.436392 71.513
16569.686392 71.513
16569.936391 71.513
16570.186391 71.513
16570.436391 71.513
16570.686391 71.513
16570.936391 71.513
16571.186391 71.513
16571.436391 71.512
16571.686391 71.512
16571.936391 71.512
16572.186391 71.512
16572.436391 71.512
16572.686391 71.512
16572.936391 71.512
16573.186391 71.512
16573.436391 71.512
16573.686391 71.512
16573.936391 71.512
16574.186391 71.512
16574.436391 71.512
16574.686391 71.512
16574.936391 71.512
16575.186391 71.512
16575.436391 71.512
16575.686391 71.512
16575.936391 71.512
16576.186391 71.512
16576.436391 71.512
16576.686391 71.512
16576.936391 71.512
16577.186391 71.512
16577.436391 71.512
16577.686391 71.512
16577.936391 71.512
16578.186391 71.511
16578.436391 71.511
16578.686391 71.511
16578.936391 71.511
16579.186391 71.511
16579.436391 71.511
16579.686391 71.511
16579.936391 71.511
16580.186391 71.511
16580.436391 71.511
16580.686391 71.511
16580.936391 71.511
16581.186391 71.511
16581.436391 71.511
16581.686391 71.511
16581.936391 71.511
16582.186391 71.511
16582.436391 71.511
16582.686391 71.511
16582.936391 71.511
16583.186391 71.511
16583.436391 71.511
16583.686391 71.511
16583.936391 71.511
16584.186391 71.511
16584.436391 71.511
16584.686391 71.511
16584.936391 71.510
16585.186391 71.510
16585.436391 71.510
16585.686391 71.510
16585.936391 71.510
16586.186391 71.510
16586.436391 71.510
16586.686390 71.510
16586.936390 71.510
16587.186390 71.510
16587.436390 71.510
16587.686390 71.510
16587.936390 71.510
16588.186390 71.510
16588.436390 71.510
16588.686390 71.510
16588.936390 71.510
16589.186390 71.510
16589.436390 71.510
16589.686390 71.510
16589.936390 71.510
16590.186390 71.510
16590.436390 71.510
16590.686390 71.510
16590.936390 71.510
16591.186390 71.510
16591.436390 71.510
16591.686390 71.509
16591.936390 71.509
16592.186390 71.509
16592.436390 71.509
16592.686390 71.509
16592.936390 71.509
16593.186390 71.509
16593.436390 71.509
16593.686390 71.509
16593.936390 71.509
16594.186390 71.509
16594.436390 71.509
16594.686390 71.509
16594.936390 71.509
16595.186390 71.509
16595.436390 71.509
16595.686390 71.509
16595.936390 71.509
16596.186390 71.509
16596.436390 71.509
16596.686390 71.509
16596.936390 71.509
16597.186390 71.509
16597.436390 71.509
16597.686390 71.509
16597.936390 71.509
16598.186390 71.509
16598.436390 71.508
16598.686390 71.508
16598.936390 71.508
16599.186390 71.508
16599.436390 71.508
16599.686390 71.508
16599.936390 71.508
16600.186390 71.508
16600.436390 71.508
16600.686390 71.508
16600.936390 71.508
16601.186390 71.508
16601.436390 71.508
16601.686390 71.508
16601.936390 71.508
16602.186390 71.508
16602.436390 71.508
16602.686390 71.508
16602.936390 71.508
16603.186390 71.508
16603.436389 71.508
16603.686389 71.508
16603.936389 71.508
16604.186389 71.508
16604.436389 71.508
16604.686389 71.508
16604.936389 71.508
16605.186389 71.508
16605.436389 71.507
16605.686389 71.507
16605.936389 71.507
16606.186389 71.507
16606.436389 71.507
16606.686389 71.507
16606.936389 71.507
16607.186389 71.507
16607.436389 71.507
16607.686389 71.507
16607.936389 71.507
16608.186389 71.507
16608.436389 71.507
16608.686389 71.507
16608.936389 71.507
16609.186389 71.507
16609.436389 71.507
16609.686389 71.507
16609.936389 71.507
16610.186389 71.507
16610.436389 71.507
16610.686389 71.507
16610.936389 71.507
16611.186389 71.507
16611.436389 71.507
16611.686389 71.507
16611.936389 71.507
16612.186389 71.507
16612.436389 71.506
16612.686389 71.506
16612.936389 71.506
16613.186389 71.506
16613.436389 71.506
16613.686389 71.506
16613.936389 71.506
16614.186389 71.506
16614.436389 71.506
16614.686389 71.506
16614.936389 71.506
16615.186389 71.506
16615.436389 71.506
16615.686389 71.506
16615.936389 71.506
16616.186389 71.506
16616.436389 71.506
16616.686389 71.506
16616.936389 71.506
16617.186389 71.506
16617.436389 71.506
16617.686389 71.506
16617.936389 71.506
16618.186389 71.506
16618.436389 71.506
16618.686389 71.506
16618.936389 71.506
16619.186389 71.505
16619.436389 71.505
16619.686389 71.505
16619.936389 71.505
16620.186388 71.505
16620.436388 71.505
16620.686388 71.505
16620.936388 71.505
16621.186388 71.505
16621.436388 71.505
16621.686388 71.505
16621.936388 71.505
16622.186388 71.505
16622.436388 71.505
16622.686388 71.505
16622.936388 71.505
16623.186388 71.505
16623.436388 71.505
16623.686388 71.505
16623.936388 71.505
16624.186388 71.505
16624.436388 71.505
16624.686388 71.505
16624.936388 71.505
16625.186388 71.505
16625.436388 71.505
16625.686388 71.505
16625.936388 71.505
16626.186388 71.504
16626.436388 71.504
16626.686388 71.504
16626.936388 71.504
16627.186388 71.504
16627.436388 71.504
16627.686388 71.504
16627.936388 71.504
16628.186388 71.504
16628.436388 71.504
16628.686388 71.504
16628.936388 71.504
16629.186388 71.504
16629.436388 71.504
16629.686388 71.504
16629.936388 71.504
16630.186388 71.504
16630.436388 71.504
16630.686388 71.504
16630.936388 71.504
16631.186388 71.504
16631.436388 71.504
16631.686388 71.504
16631.936388 71.504
16632.186388 71.504
16632.436388 71.504
16632.686388 71.504
16632.936388 71.504
16633.186388 71.503
16633.436388 71.503
16633.686388 71.503
16633.936388 71.503
16634.186388 71.503
16634.436388 71.503
16634.686388 71.503
16634.936388 71.503
16635.186388 71.503
16635.436388 71.503
16635.686388 71.503
16635.936388 71.503
16636.186388 71.503
16636.436388 71.503
16636.686388 71.503
16636.936387 71.503
16637.186387 71.503
16637.436387 71.503
16637.686387 71.503
16637.936387 71.503
16638.186387 71.503
16638.436387 71.503
16638.686387 71.503
16638.936387 71.503
16639.186387 71.503
16639.436387 71.503
16639.686387 71.503
16639.936387 71.503
16640.186387 71.503
16640.436387 71.502
16640.686387 71.502
16640.936387 71.502
